Location,Main_Track,Track_Name,Road_Name,Road_Section,Surface,Use_,Difficulty,OBJECTID,WIDTH_M_,Distance,Source,WalkTime,RideTime,PrimaryUse,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ShapeSTLength
Timberlea Park,,,,,Sealed Path,,,164,,,,,,,{A99E576F-70C8-445A-93B2-A4922DC51BC0},,,,,140.863595174115
McLeod Park,,,,,Sealed Path,,,165,,,,,,,{762A1E3B-2C44-4072-AB12-8E687C2B46C5},,,,,138.528889717294
Edmund Lomas Park,,,,,Gravel Path,,,166,,,,,,,{B9770183-BD51-4450-8571-E1C4D022931A},,,,,83.7473239182866
Birchville Esplanade Reserve,,,,,Gravel Path,,,167,,,,,,,{6B6FCE18-ABC3-471F-9413-CB981B12A1E8},,,,,154.948190168995
Birchville Esplanade Reserve,,,,,Sealed Path,,,168,,,,,,,{93CBDECA-5D3D-466D-B309-D8A75612FA0A},,,,,49.056832150895
Birchville Esplanade Reserve,Hutt River Trail,,,,Gravel Path,,,169,,,,,,,{07944633-ABAA-4320-94E4-A3316BCC4E1B},,,,,1688.98572439986
Birchville Picnic Area,Hutt River Trail,,,,Gravel Path,,Easy,170,,,UHCC,,,Walking & Biking,{1532D3A2-7D9C-4C5E-83AF-51CD4700643A},,,,,187.675178571892
Birchville Picnic Area,,,,,Gravel Path,,,171,,,,,,,{1DFEF0E8-8F3F-4131-A193-698A90B29BC5},,,,,43.7408598849212
Birchville Picnic Area,,,,,Sealed Path,,,172,,,,,,,{B285E93C-7AD8-4046-81B2-66295CDC90D9},,,,,9.10365672542316
Blackbeech Esplanade Reserve,Hutt River Trail,,,,Sealed Path,,Easy,173,,,UHCC,,,Walking & Biking,{0BAD3971-CFCE-49E9-97DE-386D83FC02BB},,,,,982.333204427842
Hoggard Park,,,,,Sealed Path,,,174,,,,,,,{1FE1E321-0722-4070-A686-FCCF36D20A01},,,,,39.3861392968453
Harcourt Park,Hutt River Trail,,,,Sealed Path,,Easy,175,,,UHCC,,,Walking & Biking,{113CCB09-709D-41F9-B55B-149F3191E7A9},,,,,314.219730572722
Ngāti Tama Park,,,,,Sealed Path,,,176,,,,,,,{C977448C-1CF4-4AFC-8C14-362546C0A459},,,,,33.7327643782713
Ngāti Tama Park,,,,,Sealed Path,,,177,,,,,,,{97C5725D-5301-4CA5-B675-0041FEB5CD8E},,,,,171.459009643963
California Park,,,,,Gravel Path,Walking,Easy,179,,,UHCC,,,Walking,{2D6FE576-EA38-40CA-96A8-14E6C7679B98},,,,,811.078677437659
Ngāti Tama Park,,,,,Sealed Path,,,180,,,,,,,{2146868F-F6CA-409C-A85C-B3161AD3312D},,,,,133.921900699747
Ngāti Tama Park,,,,,Sealed Path,,,182,,,,,,,{1F57C70A-D617-46AF-8132-0DD2F3795C11},,,,,4.32328640143132
Turon Park,,,,,Sealed Path,,,183,,,,,,,{9E0B0436-C07F-40E7-9D62-F270C6469AD1},,,,,33.3090756089244
Turon Park,,,,,Sealed Path,,,184,,,,,,,{D95C231A-47C4-46D0-AC1C-0C5C87F18274},,,,,4.490793844775
Turon Park,,,,,Sealed Path,,,185,,,,,,,{13C9F113-65E2-4A70-BD6D-1003C108A81A},,,,,40.1410935859645
Riverstone Bush Reserve,,,,,Gravel Path,Multi,,186,,,UHCC,,,Walking,{4F81C0F3-13C7-492B-BE28-DF7C5D6F76CB},,,,,197.026065524671
Craigs Flat Reserve,,,,,Gravel Path,,,188,,,,,,,{A66BBCB0-35AB-4D4D-A897-72E762A7388A},,,,,240.831088016835
Ngāti Tama Park,,,,,Gravel Path,,,190,,,,,,,{ED638F6D-5227-4D10-8F10-7B32220D98D8},,,,,8.93545491045394
Pinehaven Reserve,,,,,Gravel Path,,,191,,,,,,,{7AF7C407-B764-4E2C-A1B7-D3531F4F5A69},,,,,127.00138035661
Pinehaven Reserve,,,,,Gravel/Natural Trail,,,192,,,,,,,{C7A00A20-3D20-49BF-B9AC-40BBBA4441F2},,,CSPENCE,2025/10/01 03:59:05+00,89.469632489728
Pinehaven Reserve,,,,,Gravel Path,,,193,,,,,,,{F5DAD29A-65E1-4717-B7FC-AA7AF666FEBB},,,,,500.958860211207
Rātā Park,,,,,Sealed Path,,,197,,,,,,,{12FE3D4F-DA68-463E-989A-B1A9FE212D99},,,,,3.95099845608676
Timberlea Water Reservoir,,,,,Gravel Path,,,198,,,,,,,{CB7F6423-2621-42C9-A7BD-7EBE2D264C3B},,,,,201.110662780893
Gentian Park,,,,,Gravel Path,,,199,,,,,,,{CE344019-6201-4783-9643-19811EA6D929},,,,,489.652536187869
Silverstream Amenity Reserve,,,,,Sealed Path,,,200,,,,,,,{D9AF720D-D83A-458D-90FE-68AF2DBBC763},,,,,6.79615513008295
Pine Avenue Park,,,,,Sealed Path,,,202,,,,,,,{92BD6C2C-CE9C-45CA-A5FE-3B064DBF7C21},,,,,9.84259364478859
Maidstone Park,,,,,Sealed Path,,,203,,,,,,,{9127566A-109C-4E60-9F2D-BA5994691DCC},,,CSPENCE,2025/10/01 04:14:38+00,1176.68743038511
Maidstone Max,,,,,Sealed Path,,,204,,,,,,,{FD6ACBC4-CD61-4E34-A315-6D4E8BEEB772},,,CSPENCE,2025/09/26 01:07:35+00,520.834145213851
Ward/Miro Green Area,,,,,Sealed Path,,,205,,,,,,,{854C4837-AD3E-4569-AA84-944136ACEB49},,,,,34.2133391520753
Silverstream Park,,,,,Sealed Path,,,209,,,,,,,{FAFA3305-F655-4B42-B39E-000367CBA7D0},,,,,22.6585202667021
Riverbank Park,,,,,Sealed Path,,,214,,,,,,,{03770768-287D-4FDC-8955-56465012BE59},,,,,2.60148490289681
Pine Avenue Park,,,,,Sealed Path,,,215,,,,,,,{3081410B-9076-4D26-B0FE-BE4716FA851F},,,,,56.8874491473113
Pine Avenue Park,,,,,Sealed Path,,,216,,,,,,,{8D8B9BF4-5F91-4BC0-8610-58492A8E9486},,,,,10.500894988079
Pine Avenue Park,,,,,Sealed Path,,,217,,,,,,,{89B31B1A-7FA8-49EC-B405-2BA25F8EC2A3},,,,,27.3894976198442
Maidstone Bush,Maidstone Bush Walk,Seymour,,,Gravel/Natural Trail,Multi,Easy - Moderate,233,,,UHCC,,,Walking,{687DFD46-B5C8-4CE1-8728-5E58E9C596A8},,,,,1005.80827548389
Maidstone Park,,,,,Gravel/Natural Trail,,,234,,,,,,,{89B1124E-654D-42E0-B3AA-31138713F6BB},,,CSPENCE,2025/10/01 04:15:31+00,16.8529464775037
Maidstone Bush,,,,,Gravel/Natural Trail,,,235,,,,,,,{54F94777-58C7-4129-851C-BDB66F7010B4},,,CSPENCE,2025/10/01 04:09:39+00,297.709233070684
Maidstone Bush,Maidstone Ridge Track,Upper Maidstone Downhill,,,Gravel/Natural Trail,Multi,Moderate,236,,,UHCC,,,Walking & Biking,{5D213924-D24F-4B2F-A907-218C7D029789},,,,,471.9957187853
Maidstone Bush,Maidstone Bush Walk,Maidstone East,,,Gravel/Natural Trail,Walking,Easy - Moderate,237,,,UHCC,,,Walking,{C2E09F10-FD3F-4542-98BB-42D7C82C3338},,,,,1141.85454207257
Maidstone Bush,,,,,Gravel/Natural Trail,,,238,,,,,,,{150A3F94-3C99-4A15-A96F-9BD1883FB4A6},,,,,5.88985419246463
Maidstone Park,,,,,Natural Path,,,239,,,,,,,{101C282D-3ABD-4090-A875-A1E237C956D0},,,CSPENCE,2025/10/05 23:08:23+00,297.163895692482
Maidstone Bush,,,,,Gravel/Natural Trail,,,240,,,,,,,{C5EE7824-0D14-433C-803B-29A9E2856608},,,,,735.709128399168
Maidstone Bush,,Maidstone - Whitemans Valley Entrance,,,Gravel/Natural Trail,Multi,Easy - Moderate,242,,,UHCC,,,Walking,{C5FC177E-2799-4D4E-875D-2361172C8393},,,,,442.961719267998
Maidstone Bush,,Maidstone Downhill,,,Gravel/Natural Trail,Downhill Mountain Biking,Extreme,243,,,NtrailZ,,,Biking,{E70F8C69-CC05-423D-AE1B-1FE7247162E0},,,CSPENCE,2025/10/06 00:16:04+00,1104.55177700238
Maidstone Bush,Maidstone Bush Multi Use Track,Maidstone West,,,Gravel/Natural Trail,Walking,Easy - Moderate,244,,,UHCC,,,Walking,{27F0FCA3-5520-4510-AF0F-68FA867C0E39},,,,,1003.66410750328
Upper Plateau Park,,,,,Natural Path,,,245,,,,,,,{748408DD-A814-4EB9-B780-BF08C2CD400D},,,,,3.90367547810417
Upper Plateau Park,,,,,Natural Path,,,246,,,,,,,{B6F85047-4B90-4411-A058-EAC2D375CBE8},,,,,7.65228571568946
Tawai Park,,,,,Natural Path,,,248,,,,,,,{E604AAF1-4FB2-4D10-AAA1-6AFD369D8F2C},,,,,4.20764314020983
Speargrass Park,,,,,Natural Path,,,249,,,,,,,{6E38D4B8-70D0-4ED3-8D32-B77B885B5901},,,,,81.5970815986367
Te Haukāretu Park,,,,,Natural Path,,,251,,,,,,,{63BFE32C-7879-4253-BD60-623545DDDAD1},,,,,4.75477421124846
Plateau Road Play Area,,,,,Gravel Path,,,253,,,,,,,{A9780B4C-CBAD-4066-8AEB-DA626F3B6C89},,,CSPENCE,2025/10/01 04:40:03+00,37.9802353725652
Ward/Miro Green Area,,,,,Natural Path,,,254,,,,,,,{2B9C57BD-7126-46F3-8AFD-1959668BD05B},,,,,13.2107246951665
Ward/Miro Green Area,,,,,Natural Path,,,255,,,,,,,{9E87F2EB-1D6C-4E0B-B43A-0E4A38DA63B7},,,,,10.23582863524
Savage Park,,,,,Sealed Path,,,256,,,,,,,{539FC7B5-AAC2-40AC-8B5B-C1BD5EDB9990},,,,,35.2842564536332
Savage Park,,,,,Sealed Path,,,257,,,,,,,{30A0C289-A241-45EC-AC40-16DB9638B722},,,,,12.8164532591295
Oxford Park,,,,,Sealed Path,,,260,,,,,,,{BDBD2D60-9662-4869-8D60-7E58C3BEE0F3},,,,,62.9654662538648
Oxford Park,,,,,Sealed Path,,,261,,,,,,,{8E78B434-C00C-43B1-8B17-A29068369FCB},,,,,46.3372915426719
Oxford Park,,,,,Sealed Path,,,262,,,,,,,{4B6841C1-3238-4C08-9F81-7BE839D00258},,,,,9.2633640990603
Oxford Park,,,,,Sealed Path,,,263,,,,,,,{93B2764E-640B-4340-81B3-0BC69B319D86},,,,,7.53838771297722
Oxford Park,,,,,Sealed Path,,,264,,,,,,,{77E4B251-EEC9-4EFE-A78D-F0ED78B4F493},,,,,75.3723932626995
Oxford Park,,,,,Sealed Path,,,265,,,,,,,{B9F3B67F-DD8F-49DE-BF08-A17D0B7EF0B4},,,,,11.9571184526105
Oxford Park,,,,,Sealed Path,,,266,,,,,,,{27EF3532-2221-41DF-97D4-3E74C4045248},,,,,75.1460887113721
Oxford Park,,,,,Sealed Path,,,267,,,,,,,{D025E5A1-CB79-4CAB-B247-E447FDA0F8B5},,,,,91.2078058468983
Oxford Park,,,,,Sealed Path,,,268,,,,,,,{CBCE083F-FF04-451E-AFD5-BE83355663D0},,,,,53.3031710968364
Oxford Park,,,,,Sealed Path,,,269,,,,,,,{88C36124-5037-4E3B-853D-DF69E8055655},,,,,55.4804777958234
Oxford Park,,,,,Sealed Path,,,270,,,,,,,{817735EC-BA3F-4F72-9BD4-BFBB9A6C05B9},,,,,1.46609033142322
Oxford Park,,,,,Sealed Path,,,271,,,,,,,{D36757C2-6327-4EB5-9275-8660679AEB02},,,,,0.780121561040329
Savage Park,,,,,Sealed Path,,,272,,,,,,,{83277FEE-1D6A-41A6-AB32-575435415151},,,,,0.935306928232652
Ngāti Tama Park,,,,,Sealed Path,,,276,,,,,,,{78688377-6CD5-4EA9-AB16-26E847C3E228},,,,,2.45752162354683
Ngāti Tama Park,,,,,Sealed Path,,,278,,,,,,,{167F2FDC-1195-4C05-B4C1-C0D1601A3575},,,,,2.80844485718063
Ngāti Tama Park,,,,,Sealed Path,,,279,,,,,,,{D68F91A9-4F04-4909-94CC-6883AAE053CE},,,,,1.29256437742977
Ngāti Tama Park,,,,,Sealed Path,,,280,,,,,,,{0B5106B0-5B8F-4F0D-94D1-394F2C83C946},,,,,4.46901085534649
Ngāti Tama Park,,,,,Sealed Path,,,281,,,,,,,{757570FE-DB19-4C4C-B790-F854829A2D8C},,,,,5.34212297592308
Stan Young Park,,,,,Sealed Path,,,282,,,,,,,{14584486-A233-4B0E-85CE-33E11E92C682},,,,,128.965705534198
Emerald Hill Water Reservoir,,,,,Sealed Path,,,283,,,,,,,{F7722F57-EF5E-4CEB-ACF1-B1289A7E287E},,,,,57.9619399032176
Riverbank Park,,,,,Sealed Path,,,285,,,,,,,{EDE14A1D-0A28-4344-8311-2208DD1D5B12},,,,,19.2300263956802
Trentham Memorial Park,,,,,Natural Path,,Easy,286,,,UHCC,,,,{D72F8C08-4CEC-4E85-B036-ECBF83F14DE2},,,,,202.357065062911
Te Haukāretu Park,,,,,Sealed Path,,,287,,,,,,,{7A86F7AC-8BC6-4FEC-BFAD-EB96C901F279},,,,,11.9834737814699
Te Haukāretu Park,,,,,Sealed Path,,,288,,,,,,,{A65D2770-04E1-4317-8D2F-8038D5F23485},,,,,4.03535793920663
Turon Park,,,,,Sealed Path,,,289,,,,,,,{40298285-866A-4EB4-B873-CA5193C38405},,,,,2.3112273426853
Turon Park,,,,,Sealed Path,,,290,,,,,,,{FDCE6808-965A-49E1-89F0-66E9ADB93181},,,,,2.3420812340271
Denver Grove Reserve,,,,,Sealed Path,,,291,,,,,,,{2C4E2542-9E98-49C7-80F1-2BC90010C1F7},,,,,39.5145330656091
Craigs Flat Reserve,,,,,Sealed Path,,,292,,,,,,,{A78110B6-28B6-46BD-AE94-D227AA9878A7},,,,,2.78206487698175
Riverstone Bush Reserve,,,,,Gravel/Natural Trail,Multi,,293,,,UHCC,,,Walking,{BB269781-AB77-4774-BC79-4DC86D42CA18},,,,,479.697033379387
Riverstone Bush Reserve,,,,,Natural Path,,,294,,,,,,,{A4C5A24B-8281-410C-9D40-56F2D850B016},,,,,32.3512635057609
Riverstone Reserve,,,,,Natural Path,,,297,,,,,,,{9DD714A0-3262-4E80-84C6-B9A4F469D600},,,,,30.227954100479
Riverstone Reserve,,,,,Natural Path,,,298,,,,,,,{F7640412-6A8C-44C4-B294-63388B9B2AE2},,,,,3.47556002785197
Riverstone Reserve,,,,,Gravel Path,,,299,,,,,,,{EDAE52DA-B7E4-41EB-864B-7D364F09BBFF},,,,,1.23894433274948
Riverstone Reserve,,,,,Natural Path,,,300,,,,,,,{1BA7EB09-33FF-4912-8CFC-40E6E49F0CAC},,,,,22.6946884048524
Riverstone Reserve,,,,,Natural Path,,,301,,,,,,,{1C03375C-535D-4600-B572-B5B1AACA042A},,,,,25.6082862697138
Riverstone Reserve,,,,,Natural Path,,,302,,,,,,,{4D4D1AF8-77FE-439C-831B-D18AA6152C72},,,,,11.7440818621838
Riverstone Reserve,,,,,Natural Path,,,303,,,,,,,{F005734E-57B9-42A5-B37F-C0EA604CD1F5},,,,,5.66581826356071
Riverstone Reserve,,,,,Gravel Path,,,304,,,,,,,{29875D80-7CE6-434D-A95D-8DE4843EBD08},,,,,3.17748437302938
Whakatiki Buffer Reserve,,,,,Natural Path,,,305,,,,,,,{66EC996B-909A-4F44-91EE-6EE9F21652C1},,,,,4.17583614649076
Ward/Miro Green Area,,,,,Sealed Path,,,308,,,,,,,{E6A481DD-7E1D-4D1D-A2DD-60826823CD0D},,,,,1.81483917179273
Ward/Miro Green Area,,,,,Natural Path,,,309,,,,,,,{04634141-1236-4D14-B8E5-1D17BCE97591},,,,,1.25236935446377
Ward/Miro Green Area,,,,,Natural Path,,,310,,,,,,,{3361F98A-3656-476A-B092-11AB844C6CAB},,,,,2.29123825371626
Ward/Miro Green Area,,,,,Sealed Path,,,311,,,,,,,{84CE5F8E-2662-4767-8C3E-79BDF667FBCC},,,,,18.0875195581153
Ward/Miro Green Area,,,,,Sealed Path,,,312,,,,,,,{93A56977-9787-4C4D-9EF1-F390545687DC},,,,,13.656001314098
Ward/Miro Green Area,,,,,Sealed Path,,,313,,,,,,,{4638FFBD-2DC9-45F0-826F-ECB4E309AC92},,,,,2.24708033070418
Ward/Miro Green Area,,,,,Sealed Path,,,314,,,,,,,{C3154B6D-E77E-4477-92A7-D419E6E16A03},,,,,3.43102647577822
Ward/Miro Green Area,,,,,Sealed Path,,,315,,,,,,,{79AC1A19-34FF-49EA-92FC-A160882B55B8},,,,,2.2410291765169
Ward/Miro Green Area,,,,,Sealed Path,,,316,,,,,,,{F256E595-2678-4678-A62D-B4A422B14C8B},,,,,18.5180822714212
Ward/Miro Green Area,,,,,Sealed Path,,,317,,,,,,,{447591CA-6926-4A4E-8F32-A83B3AC69296},,,,,2.74963238633822
Ward/Miro Green Area,,,,,Sealed Path,,,318,,,,,,,{402FA404-7355-4F11-9194-C4703C13E8CB},,,,,10.7149624991687
Ward/Miro Green Area,,,,,Sealed Path,,,319,,,,,,,{2427ECB6-F24A-43F2-8D8B-AD1D256783BD},,,,,7.95695407296609
Ward/Miro Green Area,,,,,Sealed Path,,,320,,,,,,,{F363A8A5-8016-41A0-8C26-B57D407A3397},,,,,1.46835666660123
Pine Avenue Park,,,,,Sealed Path,,,322,,,,,,,{F0EDE38A-117C-462C-92C1-2C4170F1563E},,,,,7.68661861001041
Pine Avenue Park,,,,,Sealed Path,,,323,,,,,,,{C6E72A3C-1D96-4A36-8E5C-CD07E6984ED9},,,,,3.74900361914326
Pine Avenue Park,,,,,Natural Path,,,324,,,,,,,{B2030554-C709-4A35-88B2-1C788A31A62C},,,,,1.47540919743857
Pine Avenue Park,,,,,Sealed Path,,,325,,,,,,,{7A290987-5127-417B-800B-BD87A25A227D},,,,,3.27033080632795
Pine Avenue Park,,,,,Natural Path,,,326,,,,,,,{DC32E0EE-7273-4A78-980B-01085AE2863B},,,,,18.5571729054675
Pine Avenue Park,,,,,Sealed Path,,,327,,,,,,,{388E1E0D-2A08-4CA2-A4B6-AC3DB0F79B7A},,,,,9.11993456134478
Pine Avenue Park,,,,,Sealed Path,,,329,,,,,,,{3755AF8C-4C4E-45A2-B722-CA80647B2056},,,,,26.2335509775938
Riverbank Park,,,,,Sealed Path,,,330,,,,,,,{F21205E6-F88B-477F-AA1C-4B90801AE2A9},,,,,0.778206328681539
Pine Avenue Park,,,,,Natural Path,,,331,,,,,,,{53DE237E-15DB-430D-B6C6-37DEB9B9B94C},,,,,114.144424924339
Pine Avenue Park,,,,,Natural Path,,,332,,,,,,,{EB8EEFD2-DA94-43A6-8987-575117E532D2},,,,,12.955776872005
Pine Avenue Park,,,,,Sealed Path,,,335,,,,,,,{66F7DC3C-E183-451F-B9AB-C4E1E8131493},,,,,28.408990600973
Blackbeech Esplanade Reserve,,,,,Gravel Path,,,339,,,,,,,{0FE7D3EA-7EC2-475E-AA7F-B51AB886A30F},,,,,25.7859786103376
Upper Plateau Park,,,,,Natural Path,,,341,,,,,,,{10867207-A206-4810-A997-54D02952EEF5},,,,,3.19089061722122
Ngāti Tama Park,,,,,Natural Path,,,342,,,,,,,{49150883-43BF-410D-B4B5-C828B77284A7},,,CSPENCE,2025/10/01 04:00:02+00,410.973469806404
Pine Avenue Park,,,,,Natural Path,,,343,,,,,,,{DD95040E-9A0C-4497-ACC0-FEC4973E5BBF},,,,,213.189737067415
Pine Avenue Park,,,,,Natural Path,,,344,,,,,,,{A0FF696A-0770-451C-96E8-D70F175F82A3},,,,,197.870463605847
Pine Avenue Park,,,,,Sealed Path,,,345,,,,,,,{84E6C471-A16B-4DDF-8847-88A57883D6C7},,,,,8.32646558592662
Pine Avenue Park,,,,,Natural Path,,,346,,,,,,,{AB591292-A966-4FBE-A682-D5C1A51C8F0D},,,,,106.995274065968
Silverstream Amenity Reserve,,,,,Natural Path,,,348,,,,,,,{3A7CAE93-E871-46FF-99C0-AA5FF0074F09},,,,,24.9726700196538
Silverstream Amenity Reserve,Hutt River Trail,,,,Gravel Path,,,349,,,,,,,{2E198136-931D-43AF-996A-0EF3DFF4574A},,,,,29.507094555304
Speargrass Reserve,,,,,Natural Path,,,350,,,,,,,{33EAAAFE-C447-456E-8219-00BFAADC4A07},,,,,79.6358856365609
Stan Young Park,,,,,Natural Path,,,352,,,,,,,{B3E6FC6F-8C33-488D-8EE0-BD19DA400D68},,,,,19.4425338954487
Riverstone Reserve,,,,,Gravel Path,,,356,,,,,,,{4BC82002-DDAD-4C0B-97ED-D7F20127964C},,,,,14.2283272457524
Riverstone Reserve,,,,,Gravel Path,,,361,,,,,,,{FE55AD95-02AA-45A7-8D2F-4224ED86A183},,,CSPENCE,2025/09/26 01:41:47+00,57.3826765854724
Riverstone Reserve,,,,,Gravel Path,,,362,,,,,,,{7A6DF3EA-14CF-4777-8035-AAB5B72BCC86},,,,,0.646702713771946
Maidstone Bush,Maidstone Ridge Track,,,,Gravel/Natural Trail,,,363,,,,,,,{448D7BB9-D61B-42D6-9EFF-4FE5A4E41802},,,,,571.67854544143
Moehau Park,,,,,Sealed Path,,,364,,,,,,,{7E574AFD-8927-4F62-B428-1DB53941D9AD},,,,,73.3731344209779
Clyma Park,,,,,Sealed Path,,,366,,,,,,,{121DA0C2-4F4A-4A88-82DB-100E195D9E3F},,,,,56.671473974281
Maidstone Bush,,,,,Gravel/Natural Trail,,,367,,,,,,,{93492A14-A683-4A50-A414-FB839F08160C},,,CSPENCE,2025/10/01 03:55:11+00,294.308633203198
Te Awa Kairangi,Hutt River Trail,,,,Sealed Path,,Easy,368,,,UHCC,,,Walking & Biking,{2CA00629-B340-4D64-8652-50268AE2EEFD},,,,,327.196414294492
Riverstone Terraces,,,,,Sealed Path,,,369,,,,,,,{E88DD821-4003-4931-A14E-D8B5A33F9E7B},,,,,446.234587403651
Te Awa Kairangi,,,,,Sealed Path,,,370,,,,,,,{94E9E776-EE43-4C4D-AAF2-F676CFA0D1D0},,,,,57.8424893203596
Totara Park West,,,,,Gravel Path,Multi,,371,,,UHCC,,,Walking & Biking,{E3D79309-8EA0-4388-88A7-F26C4C8A8D3E},,,CSPENCE,2025/09/26 01:49:04+00,2256.42060596083
Heretaunga Park,,Heretaunga Park Track,,,Gravel Path,,,373,,,,,,,{0EDA0EF6-0C6E-45C3-B7DA-5394B45D679D},,,CSPENCE,2025/09/26 00:41:32+00,365.023424379765
Te Awa Kairangi,,,,,Gravel Path,,,376,,,,,,,{967FF866-4D59-413F-9CAA-67C5DE5A9E24},,,,,288.030466975605
Te Awa Kairangi,,,,,Gravel Path,,,377,,,,,,,{B4F9013A-8A32-4A4F-9F7A-F93283E31605},,,,,25.174577455392
Te Awa Kairangi,,,,,Gravel Path,,,378,,,,,,,{099BDBDF-7A8E-463A-9873-07344BAE5E1E},,,,,547.338637795727
Te Awa Kairangi,,,,,Gravel/Natural Trail,,,379,,,,,,,{8338FAA7-79F5-43D2-948A-624CB6FDD0EF},,,CSPENCE,2025/10/01 03:55:45+00,198.996497337858
Te Awa Kairangi,,,,,Sealed Path,,Easy,380,,,UHCC,,,Walking & Biking,{65F5CEA3-39FA-48CE-A450-FCD9F3FD4BBD},,,,,916.006122820478
Moonshine Park,,,,,Sealed Path,,,381,,,,,,,{803B20DD-78FA-46B6-815B-F3D77D0348D9},,,,,30.5754032801315
Moonshine Park,,,,,Sealed Path,,,382,,,,,,,{42640EE7-DFD7-40BA-9941-FEF65DA1160A},,,,,44.2878063646801
Te Awa Kairangi,,,,,Sealed Path,,,383,,,,,,,{229B332C-6762-4412-ADD2-325A175B8A28},,,,,32.3991567971229
Te Awa Kairangi,,,,,Sealed Path,,Easy,384,,,UHCC,,,Walking & Biking,{0487B5AC-33F4-4154-B8B4-1ABC51F7D7C7},,,,,1687.60495843335
Te Awa Kairangi,,,,,Natural Path,,Easy,385,,,UHCC,,,Walking & Biking,{2687E5B9-FEF3-49DF-AFB7-DB9B36E0F893},,,,,932.010947925578
Te Awa Kairangi,,,,,Sealed Path,,Easy,386,,,UHCC,,,Walking & Biking,{21A9F287-DF00-4EF0-8D08-7B53CCBE46E0},,,,,426.475204796459
Te Awa Kairangi,,,,,Gravel Path,,,387,,,,,,,{9CCB0931-4564-49C3-A9ED-4C32AAA6E1C5},,,,,12.2909167356639
Te Awa Kairangi,,,,,Sealed Path,,,388,,,,,,,{5AB11CCE-EF15-4C8D-BA6D-25B6087982D9},,,,,775.113385157866
Te Awa Kairangi,,,,,Gravel Path,,,389,,,,,,,{BC4CD868-3EFF-4D9F-B2F1-66AFB9293EEE},,,,,22.0106735452177
McLeod Park,,,,,Sealed Path,,,390,,,,,,,{29B4DCB4-A56A-45FE-AD54-6B5FA8E18851},,,,,304.789973598513
Akatarawa Forest,,,Airstrip Drive, from Woolshed Road,Gravel/Dirt Road,Multi (4WD Forestry),Easy - Moderate,391,,,TrailForks,,,Biking,{699E761A-B07C-4B79-801C-50A25D23ADCB},,,,,846.051633576423
Riverstone Reserve,,,,,Gravel Path,,Easy - Moderate,392,,,UHCC,,,Walking & Biking,{C30D9071-71FB-4617-AD12-47A17AB36018},,,,,159.633799352784
Maidstone Bush,,Maidstone Jump Track,,,Gravel/Natural Trail,Downhill Mountain Biking,Extreme,393,,,,,,Biking,{67399068-A835-4AAE-892F-8ACB195EE0EC},,,CSPENCE,2025/10/06 00:16:04+00,595.564848411059
Kaitoke,Remutaka Rail Trail,,Kaitoke Loop Road,,Sealed Road,,,394,,,,,,,{69CE9DDD-29B8-410D-9206-D1E1C814F1D5},,,,,774.072365263716
Kaitoke,Remutaka Rail Trail,,Incline Road,,Sealed Road,,,395,,,,,,,{C67F43DE-ECAF-4D96-89FC-FFBB5DDA7DB5},,,,,1651.73539532921
Tunnel Gully,Plateau Ridge,Extended Break,,,Gravel/Natural Trail,,,396,,,,,,,{6C1DB352-3EC6-4201-A9B5-91DF457FA27C},,,,,1775.36893334608
Tunnel Gully,Plateau Ridge,Mount Climie Firebreak,,,Gravel/Natural Trail,,,397,,,,,,,{04E6DD83-1020-4824-A874-C2D7F9BB2516},,,,,425.903204450885
Tunnel Gully,Plateau Ridge,Extended Break,,,Gravel/Natural Trail,,,398,,,,,,,{2BDBA1E6-E708-4722-835C-724D31A7DC97},,,,,389.397294949942
Tunnel Gully,Tunnel Gully Loop,Mount Climie Firebreak,,,Gravel/Dirt Road,Multi (4WD),Easy - Moderate,399,,,NtrailZ & UHCC,,,Biking,{281F4540-6242-4DD1-B88C-04E50C9433C5},,,,,278.873292944699
Te Marua,Remutaka Rail Trail,,Plateau Road, from SH2 to Maymorn Road,Sealed Road,,,400,,,,,,,{C9EFFC4C-9AC3-444E-9023-4E37341A20AD},,,,,255.321213894397
Maymorn,Remutaka Rail Trail,,Maymorn Road,,Sealed Road,,,401,,,,,,,{3D43F968-4A6D-48EC-91DB-DC6AAA16F78C},,,,,1314.55443973091
Maymorn,Remutaka Rail Trail,,Parkes Line Road,,Sealed Road,,,402,,,,,,,{80E29B30-BE6C-4112-BF98-A71A394E864C},,,,,178.016295850201
Te Marua,Remutaka Rail Trail,,Beechwood Lane,,Sealed Road,,,403,,,,,,,{05AE8E3A-3374-41D6-A90E-66FB587244A1},,,,,171.787221014027
Te Marua,Remutaka Rail Trail,,Maymorn Road,,Sealed Road,,,404,,,,,,,{8033047D-B860-4DD2-B64F-0039F284B89C},,,,,553.333471461397
Te Marua,Remutaka Rail Trail,,,,Sealed Path,,,405,,,,,,,{B5897C33-2A90-4220-BFA0-E7804804AE24},,,,,43.3251992965735
Te Marua,Remutaka Rail Trail,,Beechwood Lane, underpass,Sealed Path,,,406,,,,,,,{77E1D44E-B4C0-4BC0-86E7-79A83BB3799B},,,,,60.5186148854626
Te Marua,Remutaka Rail Trail,,SH2, from Beechwood Lane to Plateau Road,Sealed Path,,,407,,,,,,,{A3601466-4930-4284-815D-79417D19A3BF},,,,,107.546355117966
